Wave 1,Wave 2,Wave 3,Wave 4,Wave 5,Wave 6
20,20,20,20,20,20
0,19,0,0,0,0
18,0,18,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,15
0,0,0,0,0,14
0,0,0,0,0,13
0,0,0,0,12,12
0,0,0,0,0,11
0,0,0,0,0,10
0,0,0,0,0,0
0,0,0,0,0,8
0,0,0,0,0,7
0,0,0,0,6,6
0,0,0,0,0,5
0,0,0,0,0,4
3,3,0,0,0,0
2,0,2,0,2,0
1,1,1,1,1,1
